transaction_amount,customer_payment_history,previous_success_rate,previous_failure_count,failure_type,retry_count,customer_age_days,subscription_status,time_since_failure,payment_method,customer_segment,invoice_age,previous_recovery_success,recovered
1706.59,4,0.753,2,insufficient_funds,2,844,paused,0.5,card,starter,0.1,1,1
6761.89,10,0.4691,0,gateway_timeout,1,123,past_due,3.7,card,enterprise,2.0,1,1
20095.38,0,0.8132,1,insufficient_funds,4,226,active,1.1,netbanking,enterprise,1.6,1,1
1682.13,0,0.6561,2,authentication_failed,2,110,active,12.4,card,enterprise,20.1,0,1
5509.11,0,0.7586,1,insufficient_funds,0,58,unpaid,3.5,upi,regular,2.1,1,1
1303.84,5,0.8586,0,authentication_failed,1,572,past_due,8.7,upi,vip,2.9,1,1
4365.84,16,0.7464,2,authentication_failed,1,137,past_due,1.4,card,regular,15.1,0,1
3317.48,20,0.7938,4,insufficient_funds,0,7,past_due,2.9,card,enterprise,10.3,0,1
18078.71,2,0.7138,0,insufficient_funds,1,98,active,1.0,upi,regular,0.8,1,1
4889.2,8,0.7011,5,gateway_timeout,3,127,past_due,6.1,upi,regular,9.1,0,0
2350.12,13,0.682,1,insufficient_funds,0,47,active,2.6,upi,enterprise,5.3,1,1
805.73,3,0.8884,0,insufficient_funds,0,333,active,0.6,upi,regular,0.4,1,1
1019.93,4,0.4557,2,gateway_timeout,1,49,active,0.8,upi,enterprise,0.1,0,1
1476.51,7,0.8387,1,insufficient_funds,3,505,active,6.0,card,regular,12.9,0,1
1644.86,1,0.4231,5,insufficient_funds,2,234,canceled,0.4,card,regular,2.8,0,0
9706.18,0,0.7642,2,insufficient_funds,1,393,active,2.6,card,regular,7.9,0,1
4318.82,1,0.6676,0,network_error,0,286,active,1.2,netbanking,enterprise,0.3,0,1
3905.29,9,0.3941,1,insufficient_funds,2,360,past_due,10.3,upi,regular,9.2,0,0
809.53,0,0.4323,1,card_expired,1,135,paused,1.1,wallet,vip,4.2,0,0
10035.56,1,0.6317,0,authentication_failed,4,225,canceled,0.7,upi,regular,1.1,0,0
6615.34,3,0.7327,4,insufficient_funds,0,121,active,2.4,upi,regular,1.5,1,1
550.33,0,0.6386,0,card_expired,0,319,paused,4.5,card,regular,20.3,1,1
6352.18,2,0.6999,1,insufficient_funds,1,93,past_due,4.7,card,enterprise,3.5,1,1
4121.25,22,0.5082,2,authentication_failed,1,102,active,4.2,card,regular,1.0,1,1
626.29,0,0.8176,2,authentication_failed,1,440,paused,1.5,netbanking,enterprise,5.5,0,0
3265.22,10,0.855,3,gateway_timeout,0,50,past_due,0.1,upi,regular,0.4,0,1
3514.99,4,0.9127,2,insufficient_funds,0,128,past_due,4.3,upi,regular,7.0,0,1
1106.26,10,0.7411,2,insufficient_funds,0,213,unpaid,9.2,upi,regular,10.5,1,0
14765.98,8,0.792,4,card_expired,1,36,active,1.5,card,regular,1.0,1,1
9684.78,2,0.8183,5,insufficient_funds,0,238,active,0.7,upi,regular,3.1,0,1
5728.52,17,0.9399,0,authentication_failed,0,118,active,1.4,card,regular,11.1,0,1
3302.23,6,0.4347,1,insufficient_funds,0,61,active,3.2,upi,enterprise,8.2,1,1
2853.15,16,0.6488,1,insufficient_funds,0,15,active,5.8,card,regular,0.2,0,1
5463.04,4,0.8114,1,insufficient_funds,0,208,active,4.6,upi,regular,0.8,1,1
4142.04,39,0.9924,2,insufficient_funds,0,889,canceled,3.3,card,regular,20.6,1,1
521.48,13,0.6273,0,insufficient_funds,1,371,active,8.4,upi,starter,1.5,0,0
3792.35,32,0.3718,1,card_expired,1,127,trialing,5.9,card,enterprise,3.7,0,1
8409.9,6,0.6627,2,network_error,3,53,active,0.9,netbanking,regular,0.2,1,1
3273.9,6,0.383,1,insufficient_funds,0,348,past_due,5.3,upi,regular,0.8,0,1
466.77,13,0.7878,2,insufficient_funds,1,499,paused,1.2,upi,enterprise,2.8,0,1
7915.4,20,0.6499,4,network_error,3,106,active,17.2,card,regular,1.2,1,1
1324.25,31,0.6154,3,gateway_timeout,1,17,active,1.3,upi,regular,4.5,0,1
1696.22,3,0.7994,1,insufficient_funds,3,242,active,0.3,upi,regular,14.6,0,1
1099.86,15,0.5103,4,insufficient_funds,1,25,active,4.0,card,starter,6.3,0,0
2203.99,2,0.6427,1,gateway_timeout,2,48,unpaid,3.9,card,regular,4.6,0,1
7268.36,7,0.673,1,gateway_timeout,0,2,active,5.7,upi,enterprise,0.1,1,1
3863.45,1,0.7712,1,card_expired,0,76,active,6.6,card,regular,9.1,0,1
1346.32,4,0.8022,2,gateway_timeout,0,359,past_due,14.5,netbanking,vip,4.5,1,0
10711.71,25,0.6958,2,network_error,3,430,paused,5.8,upi,regular,1.3,1,1
10783.93,1,0.7291,1,authentication_failed,1,740,active,7.7,card,vip,6.3,1,1
10423.4,9,0.7715,1,insufficient_funds,0,433,past_due,11.0,upi,enterprise,6.3,1,1
1564.27,8,0.6417,0,insufficient_funds,1,60,trialing,1.2,card,regular,5.1,0,0
3200.46,1,0.8333,4,insufficient_funds,0,186,active,0.8,card,regular,5.1,0,0
21195.08,3,0.6628,3,insufficient_funds,1,221,active,3.2,card,regular,3.4,0,1
7592.32,7,0.5881,1,authentication_failed,0,35,past_due,1.8,upi,regular,3.1,1,1
337.72,1,0.457,3,insufficient_funds,0,143,trialing,0.2,upi,vip,0.1,1,1
537.14,15,0.4188,1,gateway_timeout,0,92,active,6.8,netbanking,regular,8.7,1,1
3317.47,33,0.8503,3,insufficient_funds,0,350,canceled,1.0,card,enterprise,14.0,1,0
12196.59,2,0.8485,1,insufficient_funds,1,21,active,2.4,card,vip,14.3,0,1
4068.55,1,0.8132,0,authentication_failed,1,81,active,5.9,upi,regular,4.7,1,1
3643.91,5,0.5329,1,network_error,1,28,active,3.5,upi,regular,5.1,1,1
757.3,13,0.4801,1,authentication_failed,0,156,active,15.6,card,starter,4.2,1,1
5546.92,3,0.6171,2,insufficient_funds,2,53,active,7.3,card,starter,2.4,1,1
8832.76,0,0.7807,0,insufficient_funds,5,28,past_due,7.2,card,vip,9.5,0,1
2593.57,7,0.8753,1,network_error,1,269,active,6.4,upi,regular,0.0,1,1
7671.89,29,0.876,2,card_expired,1,467,active,5.5,card,vip,1.6,0,1
16887.83,4,0.8398,0,insufficient_funds,0,57,active,3.5,card,starter,13.0,0,1
1339.31,5,0.6584,0,insufficient_funds,0,33,active,5.9,upi,enterprise,0.9,0,1
3904.65,32,0.7331,0,authentication_failed,0,270,active,3.7,upi,regular,10.7,1,1
1892.34,11,0.7154,0,gateway_timeout,1,12,active,2.3,netbanking,starter,7.6,0,1
8071.67,12,0.6211,1,insufficient_funds,0,69,unpaid,3.0,card,regular,5.2,0,0
4508.93,7,0.6033,0,authentication_failed,5,91,past_due,3.1,upi,enterprise,5.0,0,1
5233.57,34,0.8258,4,authentication_failed,1,631,active,16.8,upi,regular,2.8,0,0
8195.31,11,0.6415,0,insufficient_funds,0,109,active,2.7,netbanking,regular,0.1,0,1
2720.66,21,0.8617,1,insufficient_funds,2,191,paused,5.9,card,starter,4.9,0,1
12530.82,11,0.8648,2,insufficient_funds,0,371,active,3.6,netbanking,regular,1.4,0,1
4007.44,12,0.9473,4,gateway_timeout,3,467,past_due,2.6,card,regular,1.2,1,1
1059.61,3,0.6198,2,insufficient_funds,1,26,past_due,8.6,upi,regular,1.7,0,1
6151.98,3,0.6393,1,insufficient_funds,1,351,active,4.3,card,regular,2.1,1,1
8081.5,14,0.6495,3,gateway_timeout,0,351,active,7.4,netbanking,regular,1.0,0,1
2104.56,3,0.7934,0,insufficient_funds,0,527,active,9.8,card,regular,19.6,1,0
9930.82,7,0.5169,2,gateway_timeout,5,363,active,4.8,upi,regular,5.1,1,1
12029.93,2,0.9189,2,gateway_timeout,2,35,active,0.9,upi,regular,2.6,0,1
1821.07,16,0.5621,0,insufficient_funds,2,90,active,7.7,netbanking,regular,0.2,0,0
20728.49,1,0.4999,1,insufficient_funds,0,138,trialing,0.4,card,starter,9.3,0,1
958.25,16,0.4095,0,gateway_timeout,1,31,active,0.5,upi,regular,2.3,0,1
1328.33,8,0.9096,0,insufficient_funds,0,33,past_due,2.3,card,regular,4.9,0,0
1218.08,1,0.5476,1,insufficient_funds,0,389,unpaid,0.2,card,vip,7.3,1,1
11421.1,7,0.5882,1,card_expired,2,47,active,0.2,upi,regular,5.0,1,1
5510.81,3,0.8708,1,insufficient_funds,0,589,active,19.4,card,regular,6.2,0,1
1024.99,3,0.6607,2,insufficient_funds,1,60,active,4.9,upi,vip,3.0,1,1
3101.98,4,0.7032,4,insufficient_funds,1,169,past_due,6.0,card,enterprise,0.3,0,0
4976.43,0,0.7901,0,gateway_timeout,0,60,active,8.1,wallet,starter,10.3,0,1
635.77,40,0.9458,0,insufficient_funds,0,709,active,0.2,netbanking,regular,0.7,0,1
10903.03,0,0.6811,5,insufficient_funds,1,196,past_due,2.2,card,regular,14.6,0,1
8338.1,10,0.6798,1,authentication_failed,2,206,canceled,7.7,netbanking,enterprise,6.8,1,1
3718.08,4,0.4345,1,authentication_failed,0,513,active,5.6,upi,regular,5.5,1,1
17275.46,9,0.7361,2,insufficient_funds,0,41,past_due,0.5,card,vip,3.9,0,1
2904.37,4,0.367,2,authentication_failed,1,23,active,11.2,upi,regular,10.1,1,0
20910.43,10,0.8135,2,insufficient_funds,4,919,canceled,7.2,card,starter,8.4,1,0
5711.9,12,0.6109,3,authentication_failed,1,627,active,2.0,card,regular,1.9,0,1
5234.79,11,0.6811,2,insufficient_funds,2,73,active,10.9,upi,vip,2.7,1,1
1107.34,1,0.7821,2,gateway_timeout,1,225,trialing,6.6,upi,regular,1.5,1,1
10882.29,10,0.8856,2,authentication_failed,0,296,active,0.6,upi,regular,1.4,0,1
2988.62,3,0.8864,1,network_error,0,654,past_due,1.9,card,regular,5.6,0,1
1085.08,0,0.3342,1,authentication_failed,1,59,past_due,2.0,upi,regular,12.8,1,0
263.44,5,0.4294,2,card_expired,1,388,unpaid,11.0,card,enterprise,9.7,1,0
4302.13,5,0.8651,2,authentication_failed,0,50,active,2.5,upi,regular,1.3,1,1
3947.53,5,0.6427,0,card_expired,1,205,active,2.8,upi,regular,13.7,1,1
6553.3,11,0.7314,2,gateway_timeout,0,56,active,0.7,wallet,enterprise,3.0,1,1
11248.12,3,0.5908,1,insufficient_funds,0,89,canceled,1.2,card,enterprise,2.0,0,0
613.68,3,0.7941,0,insufficient_funds,2,190,active,1.3,card,enterprise,1.1,1,1
6774.46,0,0.8155,0,gateway_timeout,0,97,active,7.4,upi,enterprise,5.4,1,1
1237.65,11,0.9942,1,gateway_timeout,0,1466,unpaid,2.0,upi,enterprise,3.0,1,1
9965.88,7,0.5438,1,authentication_failed,0,259,active,1.8,upi,enterprise,3.6,0,1
8748.05,4,0.5034,2,insufficient_funds,3,453,past_due,3.3,netbanking,enterprise,1.5,0,1
4091.28,11,0.7541,3,gateway_timeout,1,55,active,1.2,upi,starter,5.6,0,0
6393.56,7,0.7374,2,authentication_failed,2,35,canceled,0.2,wallet,regular,0.6,1,0
2086.94,6,0.7303,3,insufficient_funds,2,83,active,3.2,upi,enterprise,11.2,1,1
3385.42,6,0.4483,0,card_expired,0,422,active,1.9,card,starter,4.6,1,1
8819.67,9,0.8402,1,gateway_timeout,0,56,active,2.5,upi,starter,3.1,1,1
3274.13,10,0.7992,0,gateway_timeout,4,71,canceled,4.3,upi,vip,0.9,0,0
2414.26,3,0.9516,0,authentication_failed,0,340,past_due,8.2,netbanking,regular,4.1,0,1
3608.19,1,0.5752,2,network_error,3,404,past_due,1.6,card,vip,1.7,0,0
9008.55,1,0.6446,2,insufficient_funds,3,199,canceled,8.5,upi,starter,9.0,1,0
2241.41,9,0.737,0,gateway_timeout,1,39,active,4.0,card,starter,3.6,0,1
1154.36,19,0.6063,2,network_error,0,451,past_due,11.2,netbanking,regular,0.0,1,1
6424.22,4,0.8546,1,authentication_failed,1,219,active,3.3,card,regular,2.7,0,1
8942.87,1,0.7443,3,authentication_failed,1,673,trialing,5.6,card,enterprise,10.8,0,1
730.35,13,0.4398,1,gateway_timeout,4,58,trialing,0.2,card,regular,1.9,0,0
1571.36,16,0.7466,1,insufficient_funds,0,40,active,0.2,upi,starter,1.2,1,1
965.59,20,0.5783,0,insufficient_funds,1,64,unpaid,0.4,card,regular,0.3,1,1
2338.1,8,0.6867,2,card_expired,1,53,active,8.1,netbanking,regular,2.1,0,1
3192.38,18,0.2675,1,gateway_timeout,0,410,active,0.7,upi,enterprise,12.4,1,1
7108.05,0,0.6758,0,network_error,3,26,active,0.9,upi,regular,1.8,0,0
5465.53,1,0.5892,1,insufficient_funds,0,418,canceled,0.3,card,regular,1.1,1,1
5050.15,0,0.6998,2,insufficient_funds,1,260,active,8.0,card,regular,2.7,0,1
2372.22,11,0.7867,4,gateway_timeout,0,623,past_due,0.4,card,enterprise,3.3,1,1
9408.35,0,0.6966,1,insufficient_funds,2,158,active,4.5,wallet,vip,13.5,1,0
3386.55,6,0.7071,2,insufficient_funds,2,79,active,1.8,upi,enterprise,2.8,1,1
19541.21,6,0.7642,1,card_expired,0,582,past_due,1.4,card,starter,13.4,0,0
5227.55,3,0.7347,4,card_expired,4,2,paused,6.9,upi,regular,0.1,0,1
874.89,19,0.6409,1,authentication_failed,0,626,active,1.8,upi,regular,0.6,1,1
5837.8,1,0.7995,2,insufficient_funds,1,246,active,0.1,upi,enterprise,1.1,0,1
2165.98,4,0.7349,1,authentication_failed,1,45,active,0.9,netbanking,enterprise,2.6,1,1
5997.02,14,0.7631,2,insufficient_funds,1,87,active,2.2,card,starter,1.3,1,1
560.92,0,0.8194,5,insufficient_funds,1,223,unpaid,0.5,netbanking,regular,10.5,0,0
1161.14,10,0.4459,2,authentication_failed,5,26,unpaid,0.4,upi,regular,0.0,0,0
9880.6,16,0.8167,2,authentication_failed,0,15,active,0.9,upi,starter,25.4,0,1
1488.54,25,0.7055,2,insufficient_funds,2,183,active,3.1,upi,enterprise,2.5,0,1
9271.29,19,0.6323,1,insufficient_funds,1,9,active,4.9,card,enterprise,2.0,0,1
1837.5,3,0.7339,2,authentication_failed,4,369,active,4.3,card,regular,6.1,0,0
5348.44,8,0.7559,4,insufficient_funds,0,299,trialing,0.1,card,regular,4.8,1,1
6123.31,0,0.4496,2,authentication_failed,0,657,active,2.4,upi,vip,2.1,1,1
3793.91,2,0.8522,2,authentication_failed,2,437,active,2.3,card,enterprise,0.3,1,1
2021.45,0,0.4591,4,insufficient_funds,2,17,active,1.0,wallet,regular,8.1,0,0
1395.38,3,0.8867,1,gateway_timeout,2,57,active,3.6,wallet,regular,5.2,1,1
368.76,19,0.3966,2,insufficient_funds,0,56,past_due,1.2,upi,regular,32.7,1,1
2011.64,4,0.6924,3,insufficient_funds,0,146,active,18.1,netbanking,starter,3.8,0,0
5494.5,7,0.6988,1,authentication_failed,0,198,active,4.7,netbanking,enterprise,0.1,1,1
14127.75,5,0.8529,3,network_error,2,156,active,10.0,card,vip,3.8,0,1
10447.65,5,0.7698,2,insufficient_funds,3,65,canceled,0.2,upi,vip,5.5,0,0
7463.56,33,0.6421,2,authentication_failed,1,617,active,1.9,card,regular,1.3,1,1
7966.41,3,0.7917,2,insufficient_funds,0,10,past_due,0.3,upi,starter,4.9,0,1
5667.9,9,0.8987,1,insufficient_funds,3,8,active,4.0,upi,starter,2.0,1,1
1707.46,5,0.6256,1,card_expired,1,356,active,0.6,netbanking,enterprise,5.6,0,1
12086.28,0,0.7686,2,card_expired,0,84,active,1.3,card,enterprise,18.7,1,1
5754.42,6,0.7722,0,insufficient_funds,1,341,active,2.8,upi,regular,8.2,1,1
4309.91,15,0.6616,3,card_expired,0,89,unpaid,11.8,netbanking,enterprise,10.6,0,1
788.23,0,0.7335,2,insufficient_funds,1,209,active,11.3,upi,regular,13.1,1,1
3162.49,0,0.9773,2,insufficient_funds,4,502,active,2.7,upi,regular,3.7,1,0
3284.25,1,0.7857,1,insufficient_funds,1,52,active,2.0,upi,regular,2.3,0,1
10196.27,13,0.8655,1,gateway_timeout,3,316,active,1.6,card,vip,15.0,0,1
4155.43,12,0.5847,1,insufficient_funds,3,418,active,12.8,upi,regular,4.8,1,1
2593.41,7,0.532,0,authentication_failed,0,911,active,5.5,card,enterprise,1.6,1,1
19018.09,5,0.7372,0,insufficient_funds,1,53,past_due,3.3,netbanking,vip,1.2,0,1
786.72,20,0.9127,1,insufficient_funds,1,174,active,0.4,wallet,regular,5.9,1,1
2945.65,13,0.7265,1,gateway_timeout,0,88,past_due,0.6,upi,regular,2.5,1,1
414.67,15,0.6259,2,card_expired,0,144,active,7.8,card,enterprise,1.7,1,1
6933.52,15,0.6012,1,gateway_timeout,0,18,trialing,13.1,wallet,regular,1.3,0,1
12709.85,9,0.5934,2,insufficient_funds,1,561,active,6.6,card,regular,0.8,1,1
1842.78,5,0.8317,0,network_error,0,97,active,2.2,wallet,regular,3.2,0,1
9971.69,18,0.7682,0,insufficient_funds,0,1126,trialing,1.1,card,enterprise,2.1,1,1
1928.1,24,0.7508,1,gateway_timeout,0,146,active,0.6,card,regular,3.2,0,1
12282.7,0,0.6082,1,gateway_timeout,0,110,active,0.7,upi,regular,1.4,0,1
7211.34,0,0.8078,0,authentication_failed,5,176,past_due,1.8,upi,vip,15.6,0,1
8371.39,30,0.8649,1,authentication_failed,0,38,past_due,5.5,upi,vip,0.8,1,1
290.85,3,0.6316,1,insufficient_funds,1,469,past_due,5.1,netbanking,starter,14.6,0,1
16658.62,19,0.7784,0,network_error,0,413,active,2.3,card,enterprise,2.8,1,1
6685.4,4,0.8597,1,insufficient_funds,0,434,active,1.9,card,enterprise,3.4,1,1
2017.43,1,0.7128,4,network_error,1,134,trialing,2.0,upi,starter,1.0,1,1
9042.01,0,0.7065,0,insufficient_funds,1,112,active,6.5,upi,enterprise,2.9,0,0
1853.1,1,0.819,3,insufficient_funds,1,798,active,0.6,card,enterprise,0.6,1,1
10508.16,2,0.5808,2,gateway_timeout,0,210,active,0.6,upi,regular,16.8,1,1
797.19,6,0.706,0,card_expired,1,550,active,0.4,card,regular,2.3,1,1
6281.68,11,0.8653,4,gateway_timeout,3,76,active,9.8,card,vip,1.2,0,1
4090.24,40,0.5662,2,insufficient_funds,1,197,trialing,0.3,upi,regular,6.9,0,1
707.59,5,0.6357,2,insufficient_funds,2,281,trialing,4.6,card,regular,2.0,0,1
1584.66,6,0.5714,6,authentication_failed,3,26,active,2.6,upi,regular,4.7,0,0
262.41,7,0.7901,1,network_error,2,539,trialing,0.5,upi,starter,0.7,1,1
3362.78,7,0.8046,1,insufficient_funds,1,146,active,2.3,card,vip,3.0,1,1
1992.42,6,0.6041,1,insufficient_funds,3,399,trialing,1.4,wallet,regular,1.6,0,0
4760.96,0,0.6455,2,insufficient_funds,1,401,active,2.4,upi,regular,7.7,1,0
1963.68,0,0.6024,1,card_expired,1,286,active,9.1,netbanking,starter,0.7,1,0
1982.8,0,0.5758,2,insufficient_funds,0,120,unpaid,0.9,upi,starter,5.0,1,0
6997.16,1,0.8198,4,authentication_failed,0,207,past_due,1.4,upi,starter,0.0,0,1
446.7,11,0.5839,2,card_expired,1,411,active,6.9,upi,regular,0.2,1,0
11859.81,2,0.7747,4,card_expired,2,28,active,3.8,upi,enterprise,4.4,1,0
9761.64,21,0.9298,0,insufficient_funds,1,426,active,0.8,card,regular,10.1,0,1
5710.16,25,0.7485,2,gateway_timeout,0,85,past_due,10.6,card,enterprise,3.1,0,1
4697.43,35,0.77,2,network_error,1,119,unpaid,2.7,card,vip,2.7,1,1
11342.14,26,0.962,3,gateway_timeout,1,84,canceled,11.7,card,regular,0.5,1,1
1224.86,3,0.7604,3,gateway_timeout,0,1008,active,0.1,upi,regular,8.3,0,1
611.31,6,0.5749,1,authentication_failed,0,313,active,2.2,card,regular,3.3,0,1
1568.96,1,0.5363,1,gateway_timeout,1,1500,active,2.3,card,vip,1.4,1,1
8113.45,15,0.8623,1,authentication_failed,0,26,active,1.5,netbanking,enterprise,8.0,1,1
376.43,20,0.843,2,insufficient_funds,0,864,trialing,1.2,card,starter,3.0,1,1
4571.03,18,0.9082,2,authentication_failed,2,65,past_due,0.9,netbanking,vip,0.8,1,1
27149.44,5,0.4275,1,gateway_timeout,1,5,unpaid,3.7,netbanking,regular,0.5,0,1
9879.17,13,0.5347,0,authentication_failed,0,61,active,11.3,netbanking,regular,16.9,0,1
3884.93,0,0.7882,1,gateway_timeout,1,51,active,5.4,card,regular,5.1,1,1
528.78,0,0.5805,1,network_error,0,344,active,1.3,card,regular,1.4,1,1
9100.35,13,0.7349,3,insufficient_funds,0,279,past_due,3.4,card,regular,3.5,1,1
4768.7,5,0.5749,2,network_error,0,110,active,4.7,netbanking,regular,7.5,1,1
810.46,51,0.9349,3,insufficient_funds,0,52,past_due,2.8,wallet,regular,11.1,0,0
692.79,0,0.6436,3,authentication_failed,0,112,trialing,3.6,upi,starter,4.5,1,1
12219.04,18,0.8584,2,network_error,4,844,past_due,3.5,card,regular,12.0,0,0
5731.21,6,0.5607,0,insufficient_funds,0,90,active,4.8,card,regular,2.9,1,1
9038.85,16,0.5159,2,network_error,4,291,active,2.3,netbanking,regular,9.8,1,1
10758.95,16,0.8368,5,network_error,1,103,active,5.2,card,enterprise,0.2,0,1
4440.5,23,0.7829,4,card_expired,0,410,past_due,8.5,card,starter,5.6,0,0
3843.32,3,0.9495,1,authentication_failed,3,215,active,1.3,netbanking,vip,2.5,1,1
3014.35,28,0.6841,1,insufficient_funds,1,275,active,1.5,card,vip,6.6,1,1
2105.91,1,0.6993,2,insufficient_funds,0,10,active,1.9,upi,regular,6.2,0,1
3051.07,0,0.9695,1,insufficient_funds,0,333,trialing,0.9,card,vip,4.0,1,1
7633.44,5,0.7748,2,authentication_failed,0,79,active,13.5,card,regular,9.7,1,1
4805.55,16,0.9892,0,gateway_timeout,1,259,active,2.7,card,regular,8.7,0,1
11352.41,6,0.897,2,insufficient_funds,4,136,active,1.5,card,regular,19.0,0,1
3129.36,16,0.5743,1,authentication_failed,0,97,past_due,3.7,netbanking,starter,1.5,1,1
4870.87,12,0.6898,3,authentication_failed,0,108,active,5.9,card,regular,3.8,1,1
5188.96,2,0.6439,3,card_expired,4,31,active,1.6,upi,regular,6.2,0,0
4678.73,28,0.4988,0,insufficient_funds,0,36,active,0.8,wallet,starter,13.4,0,1
6263.95,0,0.9384,0,gateway_timeout,0,32,active,12.2,wallet,vip,10.1,1,1
1555.33,21,0.7917,2,gateway_timeout,5,281,unpaid,21.1,card,regular,3.4,0,0
3790.93,3,0.8094,2,gateway_timeout,1,83,active,1.3,upi,regular,3.6,1,1
750.33,6,0.6045,3,insufficient_funds,0,804,past_due,2.6,upi,regular,0.9,0,1
2626.69,5,0.7362,2,insufficient_funds,0,430,past_due,0.1,card,regular,10.1,0,0
3543.9,1,0.7464,0,gateway_timeout,1,106,active,6.7,upi,enterprise,1.7,0,1
5480.99,4,0.8985,2,authentication_failed,0,182,canceled,0.2,wallet,regular,6.2,0,0
15232.05,2,0.743,2,authentication_failed,0,385,past_due,5.9,card,regular,4.9,0,1
4789.6,2,0.7773,1,card_expired,0,40,active,1.3,card,regular,1.7,1,1
7004.96,1,0.8834,1,insufficient_funds,1,51,trialing,10.9,card,regular,12.7,0,0
3728.79,6,0.5704,1,insufficient_funds,0,119,active,1.1,card,enterprise,3.3,0,1
5227.03,15,0.865,1,insufficient_funds,4,185,active,28.1,card,regular,11.3,0,0
567.87,7,0.294,2,insufficient_funds,1,34,paused,0.6,upi,regular,1.4,0,1
1667.77,21,0.9224,1,network_error,4,158,active,9.1,card,enterprise,1.0,0,1
2445.93,9,0.8882,0,insufficient_funds,2,55,unpaid,0.7,card,starter,4.5,0,1
3397.97,11,0.5857,2,card_expired,0,529,trialing,7.0,upi,regular,3.3,1,1
433.62,10,0.8808,1,authentication_failed,2,685,past_due,1.4,card,starter,2.5,1,1
954.25,5,0.8021,5,insufficient_funds,1,333,paused,2.4,upi,regular,5.6,0,1
1820.45,11,0.7503,1,gateway_timeout,1,37,canceled,3.0,upi,vip,18.6,1,1
17994.99,0,0.885,3,gateway_timeout,1,291,canceled,9.2,upi,vip,2.0,1,1
2212.45,18,0.6034,3,insufficient_funds,1,194,active,0.7,netbanking,regular,4.9,1,1
3489.3,14,0.59,1,insufficient_funds,0,474,active,11.7,card,regular,7.8,1,0
1291.39,2,0.5121,0,insufficient_funds,2,121,active,1.0,card,enterprise,1.7,0,0
4918.05,13,0.73,2,insufficient_funds,0,986,active,4.2,upi,regular,1.8,0,1
1847.27,0,0.6196,1,gateway_timeout,0,404,active,5.0,wallet,enterprise,12.9,1,1
1359.61,2,0.502,2,authentication_failed,1,57,past_due,6.9,upi,regular,0.7,0,1
3834.27,0,0.9309,1,insufficient_funds,2,277,trialing,15.2,card,regular,1.9,1,1
227.61,14,0.6556,0,network_error,3,183,past_due,0.2,card,regular,4.0,0,1
238.47,13,0.9665,1,gateway_timeout,0,333,trialing,6.1,wallet,regular,3.5,1,0
1436.34,15,0.9789,2,insufficient_funds,1,118,past_due,1.9,card,regular,5.4,0,1
387.06,0,0.8702,1,gateway_timeout,0,4,past_due,4.9,card,regular,0.6,0,1
771.59,6,0.8244,1,card_expired,1,123,past_due,1.3,card,starter,14.4,1,1
2268.95,11,0.503,0,insufficient_funds,0,269,trialing,11.5,upi,vip,2.5,0,1
8312.25,1,0.3907,1,gateway_timeout,3,37,active,5.5,card,vip,5.2,0,0
4443.73,9,0.2487,1,insufficient_funds,0,698,trialing,2.1,card,regular,6.6,1,1
3794.05,0,0.4319,3,insufficient_funds,1,103,active,13.4,wallet,enterprise,5.7,1,1
1937.08,1,0.667,1,network_error,1,223,unpaid,6.2,card,regular,6.5,1,1
13623.16,6,0.902,1,insufficient_funds,1,30,active,5.0,upi,enterprise,4.0,1,1
2729.32,10,0.8645,4,authentication_failed,0,7,paused,7.0,card,enterprise,14.6,1,1
655.61,1,0.8143,2,insufficient_funds,0,186,active,4.2,card,vip,3.1,1,1
4999.47,1,0.8456,2,authentication_failed,2,160,active,2.6,upi,regular,9.5,1,1
804.28,2,0.5978,0,insufficient_funds,1,1500,past_due,1.3,upi,starter,1.4,0,1
2317.3,2,0.659,2,insufficient_funds,0,436,canceled,0.4,upi,regular,8.0,0,0
3740.41,2,0.6765,0,gateway_timeout,3,304,trialing,2.1,upi,regular,5.0,0,0
10566.21,4,0.5271,2,card_expired,1,256,active,2.5,card,enterprise,11.0,1,1
3601.61,10,0.9321,1,gateway_timeout,0,726,past_due,11.5,netbanking,vip,5.0,0,1
6257.65,5,0.5845,2,insufficient_funds,0,559,past_due,3.9,netbanking,vip,1.4,1,1
24880.08,14,0.9302,1,insufficient_funds,0,27,active,0.2,card,regular,0.3,0,1
904.88,12,0.6002,1,gateway_timeout,5,95,past_due,0.1,netbanking,enterprise,5.9,1,1
1806.07,1,0.5237,2,insufficient_funds,0,61,active,7.4,wallet,vip,1.4,1,1
2709.13,0,0.5986,1,insufficient_funds,2,278,active,3.6,card,regular,12.2,0,1
2939.42,19,0.6599,1,insufficient_funds,0,482,active,3.3,upi,starter,17.2,1,1
2846.82,0,0.3623,4,network_error,0,741,active,1.8,upi,regular,16.1,1,0
12108.74,1,0.8967,2,card_expired,0,1365,active,5.1,upi,regular,1.2,1,1
6459.39,0,0.8521,1,authentication_failed,3,497,past_due,7.2,card,vip,3.9,0,0
4881.26,9,0.8471,0,gateway_timeout,5,105,active,9.1,card,starter,15.5,1,1
2050.77,8,0.6875,2,gateway_timeout,0,57,active,2.3,wallet,regular,0.0,0,0
8880.4,41,0.9019,0,authentication_failed,0,80,active,0.3,upi,enterprise,0.8,1,1
15712.19,20,0.5622,2,insufficient_funds,0,300,active,8.1,upi,regular,4.0,1,0
